Time,Latitude,Longitude,precipitation,snowfall,snow_depth,snow_depth_qc,snow_depth_ds,temperature_max,temperature_min,LatitudeRegion,LongitudeRegion
1959-09-01,54.0,-110.0,0.0015653832616301662,0.0035351465899717415,0.12890815983080184,0.03885552808194984,0.020682087227414332,4.55630519251148,-5.899187566231014,1.4736842105263157,1.9823008849557522
1959-09-02,54.0,-110.0,0.0016074532043147299,0.003570116573166726,0.1277682798283292,0.03850229600847757,0.025741005498821683,4.55987283645355,-5.833274461321088,1.4736842105263157,1.9823008849557522
1959-09-03,54.0,-110.0,0.0015709996467997173,0.003568986230420346,0.12756764377583893,0.037442599788060756,0.02972648648648649,4.446450017661603,-5.957435535146591,1.4736842105263157,1.9823008849557522
1959-09-04,54.0,-110.0,0.0015526669017096432,0.003760649954413635,0.13025679971575416,0.033910279053338044,0.028901077752117012,4.489297068173791,-5.9700105969622035,1.4736842105263157,1.9823008849557522
1959-09-05,54.0,-110.0,0.001547756977018721,0.003449805708588838,0.13069692688039564,0.031084422465559872,0.02488075442648191,4.512998940303779,-5.964924055104204,1.4736842105263157,1.9823008849557522
1959-09-06,54.0,-110.0,0.0015713528807894737,0.003235075929392441,0.12994595569950546,0.0307311903920876,0.019535780525502318,4.575591663723066,-5.948746026139174,1.4736842105263157,1.9823008849557522
1959-09-07,54.0,-110.0,0.0014499116946573647,0.0037219003780996117,0.13023242657799364,0.039208760155422115,0.019625623052959503,4.602190038855528,-5.858036029671494,1.4736842105263157,1.9823008849557522
1959-09-08,54.0,-110.0,0.0014036029653073118,0.003617979511527729,0.13258353956736135,0.035676439420699396,0.017686833855799375,4.4578594136347585,-6.04101024373013,1.4736842105263157,1.9823008849557522
1959-09-09,54.0,-110.0,0.0013961850942546803,0.003735817748594136,0.13096432366750266,0.03638290356764394,0.021231714956930305,4.495549275874249,-5.994277640409749,1.4736842105263157,1.9823008849557522
1959-09-10,54.0,-110.0,0.001431755569998234,0.003933910277119393,0.13300989055393853,0.040621688449311195,0.022052177293934678,4.523101377605086,-5.989473684210527,1.4736842105263157,1.9823008849557522
1959-09-11,54.0,-110.0,0.0014738961503638292,0.0036988696489667957,0.13130766516054396,0.03461674320028259,0.024111024237685692,4.600565171317556,-5.9329565524549635,1.4736842105263157,1.9823008849557522
1959-09-12,54.0,-110.0,0.0014610385039049805,0.003649028612847051,0.12953161425457435,0.035676439420699396,0.021750813323005422,4.72942423172024,-5.832214765100671,1.4736842105263157,1.9823008849557522
1959-09-13,54.0,-110.0,0.0016113740722624515,0.0036901448325662306,0.13292617456266337,0.03285058283292123,0.019353677621283254,4.657753444012717,-5.966231013776051,1.4736842105263157,1.9823008849557522
1959-09-14,54.0,-110.0,0.0015657364957294242,0.0035477923009360653,0.13056941016736137,0.03143765453903214,0.02000015600624025,4.679159307665136,-5.907665135994348,1.4736842105263157,1.9823008849557522
1959-09-15,54.0,-110.0,0.0015415400970222536,0.0035936418108760155,0.13034793340028258,0.0332038149063935,0.024923390894819465,4.5724478982691625,-6.009572589191098,1.4736842105263157,1.9823008849557522
1959-09-16,54.0,-110.0,0.0014907100020240197,0.003420169543834334,0.12821547145354997,0.031084422465559872,0.017578516819571864,4.599752737548569,-5.976792652772872,1.4736842105263157,1.9823008849557522
1959-09-17,54.0,-110.0,0.0014806782103302719,0.003374178736435888,0.12760296723461675,0.03179088661250441,0.019007969348659004,4.598622394913458,-5.9284351819145185,1.4736842105263157,1.9823008849557522
1959-09-18,54.0,-110.0,0.0015211232825556341,0.003667820560847757,0.13246132085231369,0.034263511126810316,0.020607198748043818,4.482267749911692,-6.041540091840338,1.4736842105263157,1.9823008849557522
1959-09-19,54.0,-110.0,0.0015042034646202754,0.0031662663278912047,0.1284517838602967,0.03143765453903214,0.020756274356975836,4.530060049452491,-6.039067467326032,1.4736842105263157,1.9823008849557522
1959-09-20,54.0,-110.0,0.0014850936099611444,0.00324860473570823,0.12957788740854823,0.03956199222889439,0.022437285491419656,4.488802543270928,-6.085906040268457,1.4736842105263157,1.9823008849557522
1959-09-21,54.0,-110.0,0.0014615330335552808,0.0034092546909961145,0.13004344763246203,0.03532320734722713,0.02038894858019954,4.454185800070646,-6.126139173436948,1.4736842105263157,1.9823008849557522
1959-09-22,54.0,-110.0,0.0014038149082656306,0.003666089723617096,0.12994701523451077,0.034263511126810316,0.023394980694980694,4.593995054750971,-6.077817025785941,1.4736842105263157,1.9823008849557522
